Cliente,Fecha,Guia,Origen,Destino,Tipo,Peso,P. VENTA,No. Fact,Pago Cliente,Fecha Pago,Status
NUTRIMED PANAMA,43496,7237922893,PANAMA,COSTA RICA,DOCUMENTO,0.5 KGS,31,208,31,43509,PAGADO
NUTRIMED PANAMA,43501,3371809022,PANAMA,CHILE,DOCUMENTO,0.5 KG,41,213,41,43521,PAGADO
NUTRIMED PANAMA,43539,5392939495,PANAMA,GRECE,DOCUMENTO,0.5 KG,54,283,54,43552,PAGADO
NUTRIMED PANAMA,43549,4711190326,PANAMA,COSTA RICA,PAQUETE,0.5 KG,65,314,65,43566,PAGADO
NUTRIMED PANAMA,43557,5139913413,PANAMA,CHILE,DOCUMENTO,0.5 KG,42,328,42,43581,PAGADO
NUTRIMED PANAMA,43580,6522302102,PANAMA,USA (REST),DOCUMENTO,0.5 KG ,38,404,38,43620,PAGADO
NUTRIMED PANAMA,43588,7124693402,PANAMA,COSTA RICA,PAQUETE,38 KG,391,432,391,43620,PAGADO
NUTRIMED PANAMA,43594,7724731980,PANAMA,COSTA RICA,DOCUMENTO,0.5 KG ,31,451,31,43620,PAGADO
NUTRIMED PANAMA,43685,3050799441,PANAMA,REP.DOMINIC,DOCUMENTOS,0.5 KG,31,778,,43620,PENDIENTE
NUTRIMED PANAMA,43691,3464682841,PANAMA,COSTA RICA,5 PAQUETE,40.KG,578,800,,43620,PENDIENTE
OEI - PANAMA BILINGUE,43623,5106609690,PANAMA,USA ,DOCUMENTO,0.5 KG ,38,553,,43620,PENDIENTE
OEI - PANAMA BILINGUE,43628,7354154861,PANAMA,USA ,DOCUMENTO,0.5 KG ,38,572,,43620,PENDIENTE
OEI - PANAMA BILINGUE,43628,9790697641,PANAMA,U.KINGDO,DOCUMENTO,0.5 KG ,54,573,,43620,PENDIENTE
OEI - PANAMA BILINGUE,43636,9910221532,PANAMA,USA,DOCUMENTO,0.5 KG ,38,610,,43620,PENDIENTE
OEI - PANAMA BILINGUE,43650,4547811516,PANAMA,U. KINGDON,DOCUMENTOS,0.5 KG ,54,653,,43620,PENDIENTE
OEI - PANAMA BILINGUE,43650,4547844280,PANAMA,CANADA ,DOCUMENTOS,0.5 KG ,38,654,,43620,PENDIENTE
OEI - PANAMA BILINGUE,43656,7416368551,PANAMA,USA,DOCUMENTOS,0.5 KG ,38,670,,43620,PENDIENTE
OEI - PANAMA BILINGUE,43664,8981336722,PANAMA,UNITE KINDOM,DOCUMENTOS,0.5 KG,54,702,,43620,PENDIENTE
OEI - PANAMA BILINGUE,43396,6163037145,PANAMA,USA,PAQUETE,0.5 KGS,66,35,66,43620,PENDIENTE
OEI - PANAMA BILINGUE,43445,1456423032,PANAMA,UNITED KINDOM,PAQUETE,0.5 KGS,92,59,92,43620,PENDIENTE
OEI - PANAMA BILINGUE,43483,4766813951,PANAMA,CANADA,DOCUMENTO,0.5 KG,48,166,48,43546,PAGADO
OEI - PANAMA BILINGUE,43493,6331146006,PANAMA,CANADA,DOCUMENTO,0.5 KGS,38,184,38,43546,PAGADO
OEI - PANAMA BILINGUE,43493,6331166494,PANAMA,CANADA,DOCUMENTO,0.5 KGS,38,185,38,43546,PAGADO
OEI - PANAMA BILINGUE,43493,1056741103,PANAMA,USA (REST),DOCUMENTO,0.5 KGS,38,186,38,43546,PAGADO
OEI - PANAMA BILINGUE,43493,6331196756,PANAMA,UNITED KINDOM,DOCUMENTO,0.5 KGS,54,187,54,43546,PAGADO
OEI - PANAMA BILINGUE,43493,6331207816,PANAMA,USA (REST),DOCUMENTO,0.5 KGS,38,188,38,43546,PAGADO
OEI - PANAMA BILINGUE,43493,6331210465,PANAMA,USA (REST),DOCUMENTO,0.5 KGS,38,189,38,43546,PAGADO
OEI - PANAMA BILINGUE,43493,2325624210,PANAMA,USA (REST),DOCUMENTO,0.5 KGS,38,191,38,43546,PAGADO
OEI - PANAMA BILINGUE,43493,9558350583,PANAMA,UNITED KINDOM,DOCUMENTO,0.5 KGS,54,193,54,43546,PAGADO
OEI - PANAMA BILINGUE,43493,1331322952,PANAMA,USA (REST),DOCUMENTO,0.5 KGS,38,194,38,43546,PAGADO
OEI - PANAMA BILINGUE,43493,1331324470,PANAMA,CANADA,DOCUMENTO,0.5 KGS,38,195,38,43546,PAGADO
OEI - PANAMA BILINGUE,43493,1331326426,PANAMA,USA (REST),DOCUMENTO,0.5 KGS,38,196,38,43546,PAGADO
OEI - PANAMA BILINGUE,43493,6309248422,PANAMA,UNITED KINDOM,DOCUMENTO,1.5 KGS,96,197,96,43546,PAGADO
OEI - PANAMA BILINGUE,43504,3216395265,PANAMA,USA (REST),DOCUMENTO,0.5 KG,38,221,38,43546,PAGADO
OEI - PANAMA BILINGUE,43507,3347523325,PANAMA,UNITED KINDOM,DOCUMENTO,0.5 KG,53,225,53,43546,PAGADO
OEI - PANAMA BILINGUE,43508,2186327161,PANAMA,UNITED KINDOM,DOCUMENTO,0.5 KG,53,226,53,43546,PAGADO
OEI - PANAMA BILINGUE,43516,5378841915,PANAMA,UNITED KINDOM,DOCUMENTO,0.5 KG,53,246,53,43546,PAGADO
OEI - PANAMA BILINGUE,43524,1622310421,PANAMA,UNITED KINDOM,DOCUMENTO,0.5 KG,53,269,53,43584,PAGADO
OEI - PANAMA BILINGUE,43532,7109968983,PANAMA,USA (REST),DOCUMENTO,0.5 KGS,38,275,38,43584,PAGADO
OEI - PANAMA BILINGUE,43542,6405511630,PANAMA,UNITED KINDOM,DOCUMENTO,0.5 KG,54,294,54,43584,PAGADO
OEI - PANAMA BILINGUE,43542,3898305563,PANAMA,USA (REST),DOCUMENTO,0.5 KG,38,295,38,43584,PAGADO
OEI - PANAMA BILINGUE,43545,2166530693,PANAMA,USA (REST),DOCUMENTO,0.5 KG,38,307,38,43584,PAGADO
OEI - PANAMA BILINGUE,43552,5811287134,PANAMA,USA (REST),DOCUMENTO,0.5 KG,38,320,38,43584,PAGADO
OEI - PANAMA BILINGUE,43565,1851000270,PANAMA,USA (REST),DOCUMENTO,0.5 KG,38,351,38,43620,PAGADO
OEI - PANAMA BILINGUE,43565,1616007562,PANAMA,UNITED KINDOM,DOCUMENTO,0.5 KG,54,350,54,43620,PAGADO
OEI - PANAMA BILINGUE,43571,1102364664,PANAMA,USA (REST),DOCUMENTO,0.5 KG,54,364,54,43620,PAGADO
OEI - PANAMA BILINGUE,43572,6463617624,PANAMA,USA (REST),DOCUMENTO,0.5 KG,38,367,38,43620,PAGADO
OEI - PANAMA BILINGUE,43579,9645755291,PANAMA,USA (REST),DOCUMENTO,0.5 KG ,38,394,38,43620,PAGADO
OEI - PANAMA BILINGUE,43579,9645762372,PANAMA,USA (REST),DOCUMENTO,0.5 KG ,38,395,38,43620,PAGADO
OEI - PANAMA BILINGUE,43580,9864904394,PANAMA,USA (REST),DOCUMENTO,0.5 KG ,38,397,38,43620,PAGADO
OEI - PANAMA BILINGUE,43602,5973406574,PANAMA,USA (REST),DOCUMENTO,0.5 KG ,38,486,38,43671,PAGADO
OEI - PANAMA BILINGUE,43608,4920295726,PANAMA,USA (REST),DOCUMENTO,0.5 KG ,38,506,38,43671,PAGADO
OEI - PANAMA BILINGUE,43683,7344594176,PANAMA,REINO UNIDO,DOCUMENTOS,0.5 KG,54,767,,43671,PENDIENTE
OEI - PANAMA BILINGUE,43392,3100132206,CHILE,PANAMA,DOCUMENTO,0.5 KGS,48,30,48,43671,PENDIENTE
OFICA PANAMA,43634,3996418580,PANAMA,USA,PAQUETE,3 KG ,115,600,115,43634,PAGADO
OIM- ORG. INT. PARA LAS MIG ,43539,5392934035,SOUTH AFRICA,PANAMA,DOCUMENTO,0.3 KGS,85,312,85,43549,PAGADO
OIM- ORG. INT. PARA LAS MIG ,43683,7344825294,PANAMA,COSTA RICA,DOCUMENTOS,0.5 KG,36,769,,43549,PENDIENTE
OIM- ORG. INT. PARA LAS MIG ,43685,4548909470,PANAMA,VENEZUELA,PAQUETE,2.0 KG,187,779,,43549,PENDIENTE
OIM- ORG. INT. PARA LAS MIG ,43685,6969510192,PANAMA,VENEZUELA,PAQUETE,14.5 KG,317,780,,43549,PENDIENTE
OIM- ORG. INT. PARA LAS MIG ,43685,6969512863,PANAMA,VENEZUELA,PAQUETE,2.0 KG,187,781,,43549,PENDIENTE
OIM- ORG. INT. PARA LAS MIG ,43685,4548924203,PANAMA,VENEZUELA,PAQUETE,2.0 KG,187,783,,43549,PENDIENTE
OIM- ORG. INT. PARA LAS MIG ,43685,4548924435,PANAMA,VENEZUELA,PAQUETE,2.0 KG,187,784,,43549,PENDIENTE
OIM- ORG. INT. PARA LAS MIG ,43685,6969523400,PANAMA,VENEZUELA,PAQUETE,2.0 KG,187,785,,43549,PENDIENTE
OIM- ORG. INT. PARA LAS MIG ,43685,4548927191,PANAMA,VENEZUELA,PAQUETE,2.0 KG,187,786,,43549,PENDIENTE
OIM- ORG. INT. PARA LAS MIG ,43685,4548928661,PANAMA,VENEZUELA,PAQUETE,2.0 KG,187,787,,43549,PENDIENTE
OIM- ORG. INT. PARA LAS MIG ,43685,4548928742,PANAMA,VENEZUELA,PAQUETE,2.0 KG,187,788,,43549,PENDIENTE
PALMA & COMPANY,43531,2565989812,PANAMA,GUATEMALA,DOCUMENTO,0.5 KGS,34,273,34,43546,PAGADO
PANAGATE CORPORATION,43481,2926483081,PANAMA,MEXICO,PAQUETE,10.5 KG,247,160,247,43535,PAGADO
PANAGATE CORPORATION,43483,1523933843,PANAMA,MEXICO,PAQUETE,37 KG,485,167,485,43508,PAGADO
PANAGATE CORPORATION,43675,9478139495,PANAMA,JAPON,DOCUMENTOS,0.5 KG,58,730,58,43697,PAGADO
PANAGATE CORPORATION,43641,9106944593,PANAMA,JAPON,11 PAQUETE,209.5 KG,3300,624,3300,43662,PAGADO
PANAGATE CORPORATION,43405,1619503550,PANAMA,ECUADOR,DOCUMENTO,0.5 KGS,41,49,41,43439,PAGADO
PANAGATE CORPORATION,43405,1619499210,PANAMA,CHILE,PAQUETE,0.5 KGS,76,50,76,43439,PAGADO
PANAGATE CORPORATION,43497,6362166042,PANAMA,COLOMBIA,PAQUETE,30 KGS,374,209,374,43508,PAGADO
PANAGATE CORPORATION,43497,4051480672,PANAMA,TRINIDAD,PAQUETE,5 KG,177,211,177,43508,PAGADO
PANAGATE CORPORATION,43521,2534752220,PANAMA,MEXICO,PAQUETE,16.5 KGS,289,264,289,43553,PAGADO
PANAGATE CORPORATION,43522,1360393576,PANAMA,JAPON,DOCUMENTO,0.5 KGS,57,268,57,43553,PAGADO
PANAGATE CORPORATION,43522,R023778,PANAMA,CUBA,PAQUETE,5.5 KGS,239,257,239,43535,PAGADO
PANAGATE CORPORATION,43567,6557472703,PANAMA,EL SALVADOR,PAQUETE,2 KG,92,342,92,43602,PAGADO
PANAGATE CORPORATION,43593,5704768296,PANAMA,ESPAÑA,PAQUETE,65 KG ,941,446,941,43642,PAGADO
PANAGATE CORPORATION,43676,4744904894,PANAMA,COLOMBIA,PAQUETE,31 KG,385,744,385,43697,PAGADO
PANAGATE CORPORATION,43676,4744961782,PANAMA,MEXICO,PAQUETE,12 KG,186,745,186,43697,PAGADO
PANAGATE CORPORATION,43686,3455233994,PANAMA,COSTA RICA,PAQUETE,15 KG,228,790,,43697,PENDIENTE
PANAGATE CORPORATION,43689,5028971452,PANAMA,COLOMBIA,PAQUETE,6.5 KG VOL,153,795,,43697,PENDIENTE
PANAGATE CORPORATION,43691,3319143096,PANAMA,PERU,PAQUETE,2.5 KG vol,131,806,,43697,PENDIENTE
PANAGLOBAL LOGISTICS SOLUTIONS,43678,2580830276,GERMANY,PANAMA,PAQUETE,12  KG,389,749,389,43690,PAGADO
PANAGLOBAL LOGISTICS SOLUTIONS,43423,7369188606,COLOMBIA,PANAMA,PAQUETE,4 KGS,109,77,109,43425,PAGADO
PANAGLOBAL LOGISTICS SOLUTIONS,43472,9299127375,COLOMBIA,PANAMA,PAQUETE,6 KGS,136,148,136,43476,PAGADO
PEDREGAL POWER COMPANY,43544,3797109890,ALEMANIA,PANAMA,PAQUETE,4 KG,181,301,181,43567,PAGADO
PEDREGAL POWER COMPANY,43559,9281343901,USA (REST),PANAMA,PAQUETE,3 KG,99,327,99,43567,PAGADO
PEDREGAL POWER COMPANY,43567,5382782462,PORTUGAL,PANAMA,PAQUETE,2 KGS,131,354,131,43636,PAGADO
PEDREGAL POWER COMPANY,43602,1160973752,ALEMANIA,PANAMA,PAQUETE,8 KG,276,474,276,43628,PAGADO
PEDREGAL POWER COMPANY,43608,5990160083,PORTUGAL,PANAMA,PAQUETE,10 KG ,322,498,322,43628,PAGADO
PETITE BOTTLING COMPANY,43655,4058393592,PANAMA,CHINA,PAQUETE,27 KG VOL,462,668,462,43687,PAGADO
PETITE BOTTLING COMPANY,43381,1402132631,CHINA,PANAMA,PAQUETE,36 KGS,798,,798,43389,PAGADO
PETITE BOTTLING COMPANY,43395,5789150415,PANAMA,CHINA,PAQUETE,0.2 KGS,77,34,77,43419,PAGADO
PETITE BOTTLING COMPANY,43423,7369182575,PANAMA,MEXICO,PAQUETE,5.5 KGS,151,78,151,43431,PAGADO
PETITE BOTTLING COMPANY,43426,1375774794,BRASIL,PANAMA,PAQUETE,21 KGS,358,85,358,43431,PAGADO
PETITE BOTTLING COMPANY,43433,1137252690,PANAMA,USA (REST),PAQUETE,1.6 KGS,104,90,104,43451,PAGADO
PETITE BOTTLING COMPANY,43493,6309371880,PANAMA,DOMINICANA,PAQUETE,7.5 KGS,163,202,163,43515,PAGADO
PETITE BOTTLING COMPANY,43518,2553462225,PANAMA,PERU,DOCUMENTO,0.5 KG,41,256,41,43542,PAGADO
PETITE BOTTLING COMPANY,43558,6089267726,BRASIL,PANAMA,PAQUETE,18 KGS,331,339,331,43582,PAGADO
PMA CERTIFICATION,43405,2079350873,PANAMA,CROACIA,DOCUMENTO,0.5 KGS,53,51,53,43420,PAGADO
PMA CERTIFICATION,43427,1015979134,PANAMA,ALEMANIA,DOCUMENTO,0.5 KGS,53,83,53,43452,PAGADO
PMA CERTIFICATION,43827,8504062674,PANAMA,MONTENEGRO,DOCUMENTO,0.5 KGS,53,134,138,43488,PAGADO
PMA CERTIFICATION,43487,6781496820,PANAMA,CROACIA,DOCUMENTO,0.5 KGS,54,170,54,43521,PAGADO
PMA CERTIFICATION,43488,3629400515,PANAMA,INDIA,DOCUMENTO,0.5 KGS,58,173,58,43521,PAGADO
PMA CERTIFICATION,43522,1141549161,PANAMA,ALEMANIA,DOCUMENTO,0.5 KG,53,263,53,43553,PAGADO
PMA CERTIFICATION,43593,1473884646,PANAMA,MEXICO,DOCUMENTO,0.5 KG ,42,445,42,43615,PAGADO
PMA CERTIFICATION,43598,3294583036,PANAMA,TRINIDAD,DOCUMENTO,0.5 KG ,42,460,42,43615,PAGADO
PMA CERTIFICATION,43598,3294585033,PANAMA,TRINIDAD,DOCUMENTO,0.5 KG ,42,461,42,43615,PAGADO
PMA CERTIFICATION,43598,3294592055,PANAMA,TRINIDAD,DOCUMENTO,0.5 KG ,42,462,42,43615,PAGADO
PMA CERTIFICATION,43601,2526149161,PANAMA,CROATIA,DOCUMENTO,0.5 KG ,54,476,54,43615,PAGADO
PMA CERTIFICATION,43635,1687027134,PANAMA,AUSTRALIA,DOCUMENTO,0.5 kg ,81,604,,43615,PENDIENTE
PMA CERTIFICATION,43657,5878543473,PANAMA,HOLANDA,DOCUMENTOS,0.5 KG,54,675,,43615,PENDIENTE
PMA CERTIFICATION,43390,3434585895,PANAMA,GREECE,DOCUMENTO,0.3 KGS,53,23,53,43420,PAGADO
PMA CERTIFICATION,43398,8187399452,PANAMA,TRINIDAD,DOCUMENTO,0.3 KGS,41,39,41,43420,PAGADO
PMA CERTIFICATION,43420,5302804301,PANAMA,TRINIDAD,DOCUMENTO,0.5 KGS,41,73,41,43452,PAGADO
PMA CERTIFICATION,43420,5302815630,PANAMA,TRINIDAD,DOCUMENTO,0.5 KGS,41,74,41,43452,PAGADO
PMA CERTIFICATION,43663,8121129100,PANAMA,MOSCOW,DOCUMENTOS,0.5 KG,58,696,,43452,PENDIENTE
PRESS CENTROAMERICA. S.A,43563,7727840831,PANAMA,SANTO DOMINGO,PAQUETE,1 KG,62,344,62,43593,PAGADO
PROCHILE,43542,6405519260,PANAMA,CHILE,DOCUMENTO,0.5 KG,47,297,47,43551,PAGADO
PROCHILE,43560,2662366630,PANAMA,CHILE,DOCUMENTO,0.5 KG,42,338,42,43584,PAGADO
PROCHILE,43601,1161020243,PANAMA,CHILE,DOCUMENTO,0.5 KG ,42,477,42,43630,PAGADO
PROCHILE,43629,1840644632,PANAMA,CHILE,DOCUMENTO,0.5 kg ,42,580,42,43648,PAGADO
PROCHILE,43634,3996457636,PANAMA,CHILE ,DOCUMENTO,0.5 KG ,42,602,42,43648,PAGADO
PROCHILE,43665,3822355762,PANAMA,CHILE,DOCUMENTOS,0.5 KG,45,706,45,43679,PAGADO
PROCHILE,43693,2721520001,PANAMA,CHILE,DOCUMENTOS,0.5 KG,42,822,,43679,PENDIENTE
PROCHILE  ,43675,4046392103,CHILE,PANAMA,PAQUETE,60 KG,685,725,,43679,PENDIENTE
PTY12959F2S - 02 JB,43806,1ZE077R50355916720,MIAMI / USA,PANAMA,PO BOX,20 LBS,60,135,60,43813,PAGADO
PTY12959F2S - 02 JB,43816,TBAMIA510721756,MIAMI / USA,PANAMA,PO BOX,8 LBS,26,136,26,43825,PAGADO
QUANTIC VISION. S.A.,43390,3390383356,PUERTO RICO,PANAMA,DOCUMENTO,0.3 KGS,71,,71,43397,PAGADO
QUIRUMEDI. S.A.,43448,4025097403,PANAMA,CHINA,DOCUMENTO,0.5 KGS,57,118,57,43495,PAGADO
RADIO LLOYD. S.A.,43648,5116434551,PANAMA,NAMIBIA,DOCUMENTOS,0.5 KG,74,645,74,43693,PAGADO
RADIO LLOYD. S.A.,43437,8385599342,PANAMA,QATAR,DOCUMENTO,0.5 KGS,79,96,79,43467,PAGADO
RADIO LLOYD. S.A.,43545,5109969546,PANAMA,NIGERIA,DOCUMENTO,0.5 KG,73,305,73,43581,PAGADO
RADIO LLOYD. S.A.,43550,3805060976,PANAMA,LEBANON,DOCUMENTO,0.5 KG,80,316,80,43581,PAGADO
RADIO LLOYD. S.A.,43607,1636468223,PANAMA,NIGERIA,DOCUMENTO,0.5 KG ,74,495,74,43664,PAGADO
RAYMOND ROSARIO / IMP. RICAMAR,43511,3390483795,PANAMA,USA (REST),DOCUMENTO,0.5 KGS,34,238,34,43515,PAGADO
RAYMOND ROSARIO / IMP. RICAMAR,43516,4014186142,PANAMA,USA (REST),DOCUMENTO,0.5 KGS,34,249,34,43545,PAGADO
S&LT PANAMA / IMP NEMMESIS. S.A,43385,8294376716,ALEMANIA,PANAMA,PAQUETE,6 KGS,252,,252,43391,PAGADO
S&LT PANAMA / IMP NEMMESIS. S.A,43525,4230285231,ALEMANIA,PANAMA,PAQUETE,19.1 KGS,489,271,489,43532,PAGADO
S&LT PANAMA / IMP NEMMESIS. S.A,43423,5302834305,ALEMANIA,PANAMA,PAQUETE,2 KGS,144,75,144,43430,PAGADO
SEAVIEW CORPORATED,43391,2288827962,PANAMA,HAITI,DOCUMENTO,0.3 KGS,67,28,67,43399,PAGADO
SHENLING PANAMA. S.A,43479,4426484893,PANAMA,CHINA,PAQUETE,2 KG,138,156,138,43497,PAGADO
SHENLING PANAMA. S.A,43391,5976237761,COLON FREE ZONE,CARACAS,DOCUMENTO,0.3 KGS,70,25,70,43413,PAGADO
SHENLING PANAMA. S.A,43396,8211952626,PANAMA,CHINA,PAQUETE,0.4 KGS,107,36,107,43413,PAGADO
SHENLING PANAMA. S.A,43389,4214074911,COLON FREE ZONE,CHINA,PAQUETE,1.2 KGS,158,22,158,43413,PAGADO
SHENLING PANAMA. S.A,43398,6488562010,COLON FREE ZONE,CHINA,PAQUETE,1 KGS,122,41,122,43413,PAGADO
SHENLING PANAMA. S.A,43585,9508767483,COLON FREE ZONE,CHINA,PAQUETE,17 KG,340,418,340,43615,PAGADO
SHENLING PANAMA. S.A,43661,3877698344,PANAMA,CHINA,DOCUMENTOS,0.5 KG,58,689,54,43677,PAGADO
SHENLING PANAMA. S.A,43677,8316593644,PANAMA,VENEZUELA,DOCUMENTOS,0.5 KG,69,746,69,43686,PAGADO
SHENLING PANAMA. S.A,43683,1044723584,PANAMA,CHINA,PAQUETE,2.5 KG,165,770,,43686,PENDIENTE
SHENLING PANAMA. S.A,43685,4402553330,PANAMA,CHNA,PAQUETE,2.5 KG,151,775,,43686,PENDIENTE
SISA,43480,3202701611,FRANCIA,PANAMA,PAQUETE,2.5 KG,162,159,162,43488,PAGADO
SISA,43565,6268899280,ESPAÑA,PANAMA,PAQUETE,3 KG,175,341,175,43571,PAGADO
SISA,43580,6522102171,AUSTRIA,PANAMA,PAQUETE,21 KG ,541,401,541,43588,PAGADO
SISA,43626,6884693852,ESPAÑA,PANAMA,PAQUETE,7 KG ,352,561,352,43649,PAGADO
SOLVIJAYA INTERNATIONAL,43418,2719588443,COLON FREE ZONE,TAIWAN,PAQUETE,0.5 KGS,107,66,107,43453,PAGADO
TESLA ELECTRONIC / PNAGATE,43445,4756210303,PANAMA,TURQUIA,PAQUETE,2 KGS,141,112,141,43481,PAGADO
THOMAS PUMP PANAMA. S.A,43655,9402011883,PANAMA,CHINA,PAQUETE,1 KG ,112,665,112,43683,PAGADO
THOMAS PUMP PANAMA. S.A,43500,2101038391,PANAMA,FRANCIA,PAQUETE,0.5 KG,90,212,90,43507,PAGADO
THOMAS PUMP PANAMA. S.A,43549,8209521633,GUATEMALA,USA (REST),PAQUETE,1 KG,182,326,182,43565,PAGADO
THOMAS PUMP PANAMA. S.A,43600,3741236332,PANAMA,USA (REST),PAQUETE,2 KG ,96,471,96,43621,PAGADO
ULTRACEM S.A,43683,1044684572,PANAMA,COLOMBIA,PAQUETE,27 KG,315,768,,43621,PENDIENTE
ULTRACEM S.A,43698,1093498582,PANAMA,COLOMBIA,PAQUETE,20 KG ,258,824,,43621,PENDIENTE
ULTRACEM S.A,43661,3877673741,PANAMA,COLOMBIA,PAQUETE,30 KG,261,688,261,43687,PAGADO
ULTRACEM S.A,43664,8141880541,PANAMA,COLOMBIA,PAQUETE,25 KG,302,704,302,43687,PAGADO
ULTRACEM S.A,43669,1140243856,PANAMA,COLOMBIA,PAQUETE,18.5 KG,249,712,249,43687,PAGADO
ULTRACEM S.A,43669,5695962801,PANAMA,ESPAÑA,PAQUETE,13 KG,267,713,267,43687,PAGADO
ULTRACEM S.A,43675,2389652602,PANAMA,COLOMBIA,PAQUETE,24.5 KG,311,732,,43687,PENDIENTE
ULTRACEM S.A,43690,TBAMIA513314721,MiAMI,PANAMA,PO BOX,74 LBS,222,762,,43687,PENDIENTE
VETERINARY HOSPITAL. S.A,43627,2164530126,PANAMA,USA ,PAQUETE,0.5 KG ,63,567,63,43650,PAGADO
VETERINARY HOSPITAL. S.A,43633,3079048884,PANAMA,USA,PAQUETE,0.5 KG ,63,597,63,43650,PAGADO
VETERINARY HOSPITAL. S.A,43644,1871567250,PANAMA,USA,PAQUETE,0.5 KG,63,641,63,43671,PAGADO
VETERINARY HOSPITAL. S.A,43658,5014605186,PANAMA,USA,PAQUETE,0.5 KG,63,684,63,43675,PAGADO
VETERINARY HOSPITAL. S.A,43669,1140113424,PANAMA,USA,PAQUETE,0.5 KG,63,710,63,43683,PAGADO
VETERINARY HOSPITAL. S.A,43686,6105261842,PANAMA,USA,PAQUETE,0.5 KG,63,791,,43683,PENDIENTE
VETERINARY HOSPITAL. S.A,43692,5736165330,PANAMA,USA,PAQUETE,1.0 KG,74,808,,43683,PENDIENTE
VETERINARY HOSPITAL. S.A,43446,7578505152,PANAMA,USA (REST),PAQUETE,0.5 KGS,64,114,64,43827,PAGADO
VETERINARY HOSPITAL. S.A,43454,4294117354,PANAMA,USA (REST),PAQUETE,0.5 KGS,64,128,64,43827,PAGADO
VETERINARY HOSPITAL. S.A,43473,5902358862,PANAMA,USA (REST),PAQUETE,0.5 KGS,63,151,63,43497,PAGADO
VETERINARY HOSPITAL. S.A,43508,4909210504,PANAMA,USA (REST),PAQUETE,0.5 KG,62,229,62,43514,PAGADO
VETERINARY HOSPITAL. S.A,43560,8585548156,PANAMA,USA (REST),PAQUETE,0.5 KG,63,337,63,43566,PAGADO
VETERINARY HOSPITAL. S.A,43588,7124789803,PANAMA,USA (REST),PAQUETE,0.5 KG ,63,434,63,43598,PAGADO
VETERINARY HOSPITAL. S.A,43599,4440943802,PANAMA,USA (REST),PAQUETE,0.5 KG ,63,466,63,43626,PAGADO
VETERINARY HOSPITAL. S.A,43615,4734497600,PANAMA,USA (REST),PAQUETE,0.5 KG ,63,532,63,43626,PAGADO
YOLEIDA ROMERO,43665,7159763940,PANAMA,USA,PAQUETE,1.5 KG,85,687,85,43665,PAGADO
